Gene_ID	Condition	Fit_Value	Fit_T	BGC_Protocore_Gene?
AO353_02810	set6IT058 Minimal media pH6	-1.004	-4.478	False
AO353_02810	set6IT060 Minimal media pH7	-1.143	-4.784	False
AO353_02810	set6IT063 Minimal media pH9	-1.499	-6.765	False
AO353_02810	set6IT072 4C survival; 672 hrs	-1.486	-5.586	False
AO353_02810	set6IT096 Glycine (N)	-1.294	-5.491	False
AO353_02815	set3IT057 nitrate 200 mM	-1.429	-4.447	False
AO353_02815	set3IT064 Benzethonium chloride 0.025 mM	-1.407	-4.18	False
AO353_02815	set3IT081 Tetracycline 0.0016 mg/ml	-1.175	-4.406	False
AO353_02815	set3IT093 Lomefloxacin 0.001 mM	-2.056	-5.089	False
AO353_02815	set4IT089 Benzalkonium Chloride 0.012 mg/ml	-1.539	-4.873	False
AO353_02845	set5IT041 outer cut, LB soft agar motility assay	-2.844	-15.672	False
AO353_02845	set5IT042 outer cut, LB soft agar motility assay	-2.478	-12.187	False
AO353_02845	set5IT043 outer cut, LB soft agar motility assay	-2.781	-14.212	False
AO353_02845	set6IT070 4C survival; 192 hrs	-1.014	-7.566	False
AO353_02845	set6IT071 4C survival; 360 hrs	-2.166	-13.777	False
AO353_02845	set6IT072 4C survival; 672 hrs	-2.009	-11.235	False
AO353_02850	set5IT041 outer cut, LB soft agar motility assay	-1.44	-4.645	False
AO353_02850	set5IT043 outer cut, LB soft agar motility assay	-1.853	-5.932	False
AO353_02850	set6IT071 4C survival; 360 hrs	-1.018	-4.022	False
AO353_02855	set5IT041 outer cut, LB soft agar motility assay	-2.424	-6.005	False
AO353_02855	set5IT042 outer cut, LB soft agar motility assay	-2.711	-6.553	False
AO353_02855	set5IT043 outer cut, LB soft agar motility assay	-2.73	-7.017	False
AO353_02855	set6IT070 4C survival; 192 hrs	-1.257	-5.74	False
AO353_02855	set6IT071 4C survival; 360 hrs	-1.696	-6.147	False
AO353_02855	set6IT072 4C survival; 672 hrs	-1.456	-4.916	False
AO353_02860	set5IT041 outer cut, LB soft agar motility assay	-2.968	-6.572	False
AO353_02860	set5IT042 outer cut, LB soft agar motility assay	-3.479	-5.299	False
AO353_02860	set5IT043 outer cut, LB soft agar motility assay	-2.774	-5.593	False
AO353_02860	set6IT070 4C survival; 192 hrs	-1.996	-6.867	False
AO353_02860	set6IT071 4C survival; 360 hrs	-2.861	-6.736	False
AO353_02860	set6IT072 4C survival; 672 hrs	-1.354	-4.008	False
AO353_02865	set5IT041 outer cut, LB soft agar motility assay	-1.972	-6.469	False
AO353_02865	set5IT042 outer cut, LB soft agar motility assay	-3.003	-9.75	False
AO353_02865	set5IT043 outer cut, LB soft agar motility assay	-2.129	-8.352	False
AO353_02865	set6IT070 4C survival; 192 hrs	-1.014	-5.679	False
AO353_02865	set6IT071 4C survival; 360 hrs	-1.627	-7.715	False
AO353_02865	set6IT072 4C survival; 672 hrs	-1.314	-5.905	False
AO353_02875	set5IT041 outer cut, LB soft agar motility assay	-2.76	-8.001	False
AO353_02875	set5IT042 outer cut, LB soft agar motility assay	-3.707	-7.107	False
AO353_02875	set5IT043 outer cut, LB soft agar motility assay	-2.69	-8.246	False
AO353_02875	set6IT070 4C survival; 192 hrs	-1.389	-7.069	False
AO353_02875	set6IT071 4C survival; 360 hrs	-1.734	-8.048	False
AO353_02875	set6IT072 4C survival; 672 hrs	-1.429	-5.619	False
AO353_02895	set5IT027 Carnitine Hydrochloride (N)	-1.018	-6.509	False
AO353_02940	set3IT070 Fusidic 0.125 mg/ml	-4.301	-4.163	False
AO353_02940	set4IT085 Doxycycline hyclate 0.0002 mg/ml	-2.445	-4.012	False
AO353_02940	set4IT088 Benzalkonium Chloride 0.01 mg/ml	-2.355	-4.303	False
AO353_02940	set6IT064 Minimal media pH9	-4.133	-4.879	False
AO353_02945	set15IT088 L-Ornithine	-1.29	-5.188	False
AO353_02945	set15IT089 L-Citrulline	-1.056	-4.371	False
AO353_02945	set15IT095 L-Citrulline	-1.015	-4.349	False
AO353_02945	set3IT062 Chloride 500 mM	-1.937	-7.725	False
AO353_02945	set3IT084 Spectinomycin 0.2 mg/ml	-1.025	-5.154	False
AO353_02945	set3IT093 Lomefloxacin 0.001 mM	-1.402	-5.408	False
AO353_02945	set4IT066 Choline chloride 268.5 mM	-1.019	-5.331	False
AO353_02945	set4IT074 1-ethyl-3-methylimidazolium lysine 10.5 mM	-2.247	-7.361	False
AO353_02945	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-1.948	-7.928	False
AO353_02945	set4IT078 1-ethyl-3-methylimidazolium chloride 170 mM	-2.566	-8.777	False
AO353_02945	set4IT082 Gentamicin 0.006 mg/ml	-1.12	-5.559	False
AO353_02945	set4IT089 Benzalkonium Chloride 0.012 mg/ml	-1.136	-5.371	False
AO353_02945	set6IT083 L-Lysine (N)	-1.242	-5.688	False
AO353_02945	set6IT091 L-Lysine (N)	-1.317	-5.785	False
AO353_02975	set1IT064 D,L-Lactate (C)	-2.284	-4.022	False
AO353_02975	set1IT072 a-Ketoglutaric (C)	-2.493	-4.944	False
AO353_02975	set5IT021 L-Tryptophan (N)	-1.921	-4.159	False
AO353_02975	set5IT022 D-Serine (N)	-3.045	-4.788	False
AO353_02975	set5IT023 D-Alanine (N)	-2.204	-4.188	False
AO353_02975	set6IT057 Minimal media pH6	-3.603	-4.879	False
AO353_02975	set6IT060 Minimal media pH7	-3.178	-4.303	False
AO353_02975	set6IT061 Minimal media pH8	-2.467	-4.872	False
AO353_02975	set6IT062 Minimal media pH8	-3.566	-5.368	False
AO353_02975	set6IT086 L-Threonine (N)	-2.333	-4.268	False
AO353_02975	set6IT087 L-Glutamine (N)	-3.6	-4.232	False
AO353_02975	set6IT090 L-Histidine (N)	-2.402	-4.199	False
AO353_02975	set6IT094 L-Threonine (N)	-3.527	-4.146	False
AO353_02995	set15IT087 L-Ornithine	-4.388	-9.342	False
AO353_02995	set15IT088 L-Ornithine	-4.562	-9.713	False
AO353_02995	set15IT089 L-Citrulline	-4.941	-7.546	False
AO353_02995	set15IT090 L-Citrulline	-4.13	-9.195	False
AO353_02995	set15IT092 L-Ornithine	-3.084	-8.167	False
AO353_02995	set15IT093 L-Ornithine	-4.178	-10.057	False
AO353_02995	set15IT094 L-Citrulline	-4.293	-8.694	False
AO353_02995	set15IT095 L-Citrulline	-4.543	-7.577	False
AO353_02995	set1IT089 Paraquat dichloride 0.032 mg/mL	-1.346	-5.018	False
AO353_02995	set2IT021 L-Arginine (C)	-4.55	-7.576	False
AO353_02995	set2IT039 L-Arginine (C)	-4.693	-7.815	False
AO353_02995	set3IT056 nitrite 10 mM	-1.101	-5.336	False
AO353_02995	set3IT058 Sisomicin 0.008 mg/ml	-1.564	-5.131	False
AO353_02995	set3IT081 Tetracycline 0.0016 mg/ml	-1.251	-4.381	False
AO353_02995	set3IT083 Spectinomycin 0.15 mg/ml	-1.693	-6.917	False
AO353_02995	set3IT084 Spectinomycin 0.2 mg/ml	-1.677	-6.617	False
AO353_02995	set4IT073 acetate 68 mM	-1.144	-5.037	False
AO353_02995	set4IT082 Gentamicin 0.006 mg/ml	-1.302	-6.013	False
AO353_02995	set5IT009 L-Citrulline (C)	-4.614	-9.347	False
AO353_02995	set5IT026 L-Citrulline (N)	-4.979	-8.947	False
AO353_02995	set6IT081 L-Arginine (N)	-4.229	-8.993	False
AO353_02995	set6IT089 L-Arginine (N)	-4.467	-8.019	False
AO353_03005	set15IT089 L-Citrulline	-1.862	-4.679	False
AO353_03005	set15IT094 L-Citrulline	-1.683	-4.229	False
AO353_03005	set1IT072 a-Ketoglutaric (C)	-1.069	-4.752	False
AO353_03005	set2IT021 L-Arginine (C)	-3.107	-6.236	False
AO353_03005	set2IT039 L-Arginine (C)	-3.619	-6.0	False
AO353_03005	set5IT009 L-Citrulline (C)	-4.29	-6.536	False
AO353_03005	set5IT026 L-Citrulline (N)	-1.503	-5.147	False
AO353_03005	set6IT081 L-Arginine (N)	-4.468	-6.106	False
AO353_03005	set6IT089 L-Arginine (N)	-3.388	-6.827	False
AO353_03010	set15IT087 L-Ornithine	-2.089	-4.284	False
AO353_03010	set15IT088 L-Ornithine	-2.702	-6.791	False
AO353_03010	set15IT090 L-Citrulline	-1.808	-4.734	False
AO353_03010	set15IT092 L-Ornithine	-2.369	-4.756	False
AO353_03010	set15IT093 L-Ornithine	-2.182	-5.44	False
AO353_03010	set15IT094 L-Citrulline	-2.042	-4.021	False
AO353_03010	set15IT095 L-Citrulline	-3.153	-5.625	False
AO353_03010	set2IT021 L-Arginine (C)	-3.234	-7.874	False
AO353_03010	set2IT039 L-Arginine (C)	-3.627	-8.025	False
AO353_03010	set3IT058 Sisomicin 0.008 mg/ml	-1.188	-4.393	False
AO353_03010	set5IT009 L-Citrulline (C)	-3.512	-6.561	False
AO353_03010	set5IT026 L-Citrulline (N)	-3.157	-7.641	False
AO353_03010	set6IT081 L-Arginine (N)	-3.149	-6.326	False
AO353_03010	set6IT089 L-Arginine (N)	-2.815	-5.755	False
AO353_03015	set1IT053 D-Glucose (C)	-1.289	-4.186	False
AO353_03015	set1IT058 D-Gluconic Acid (C)	-1.482	-5.253	False
AO353_03015	set1IT060 Fumarate (C)	-1.515	-4.571	False
AO353_03015	set1IT061 Trisodium citrate (C)	-1.398	-4.262	False
AO353_03015	set1IT062 D-Lactate (C)	-2.026	-4.833	False
AO353_03015	set1IT063 L-Lactate (C)	-2.46	-6.379	False
AO353_03015	set1IT064 D,L-Lactate (C)	-2.743	-6.749	False
AO353_03015	set1IT065 pyruvate (C)	-1.707	-4.626	False
AO353_03015	set1IT066 succinate (C)	-1.58	-4.358	False
AO353_03015	set1IT068 D-Glucose (C)	-1.492	-4.801	False
AO353_03015	set1IT072 a-Ketoglutaric (C)	-1.728	-5.646	False
AO353_03015	set1IT075 Fumarate (C)	-1.383	-4.519	False
AO353_03015	set1IT076 Trisodium citrate (C)	-1.258	-4.561	False
AO353_03015	set1IT077 D-Lactate (C)	-2.751	-6.545	False
AO353_03015	set1IT079 D,L-Lactate (C)	-2.107	-5.319	False
AO353_03015	set1IT080 pyruvate (C)	-1.874	-4.894	False
AO353_03015	set2IT020 D-Trehalose (C)	-1.883	-4.261	False
AO353_03015	set2IT021 L-Arginine (C)	-3.395	-4.611	False
AO353_03015	set2IT037 L-Malic (C)	-1.568	-4.27	False
AO353_03015	set2IT038 D-Trehalose (C)	-1.718	-4.159	False
AO353_03015	set2IT039 L-Arginine (C)	-3.173	-4.793	False
AO353_03015	set5IT008 D-Alanine (C)	-2.556	-4.863	False
AO353_03015	set5IT009 L-Citrulline (C)	-3.234	-6.83	False
AO353_03015	set5IT022 D-Serine (N)	-1.145	-4.428	False
AO353_03015	set5IT026 L-Citrulline (N)	-3.468	-6.597	False
AO353_03015	set6IT058 Minimal media pH6	-1.23	-4.06	False
AO353_03015	set6IT061 Minimal media pH8	-1.203	-4.654	False
AO353_03015	set6IT081 L-Arginine (N)	-3.941	-4.669	False
AO353_03015	set6IT089 L-Arginine (N)	-2.36	-5.381	False
AO353_03015	set6IT093 L-Serine (N)	-1.721	-4.358	False
AO353_03020	set15IT089 L-Citrulline	-1.294	-4.593	False
AO353_03020	set15IT090 L-Citrulline	-1.153	-4.093	False
AO353_03020	set15IT091 D-Glucose	-1.847	-5.852	False
AO353_03020	set15IT094 L-Citrulline	-1.307	-4.901	False
AO353_03020	set15IT095 L-Citrulline	-1.12	-4.234	False
AO353_03020	set15IT096 D-Glucose	-1.286	-4.869	False
AO353_03020	set1IT053 D-Glucose (C)	-2.181	-8.134	False
AO353_03020	set1IT054 D-Fructose (C)	-1.312	-6.351	False
AO353_03020	set1IT057 a-Ketoglutaric (C)	-2.713	-9.105	False
AO353_03020	set1IT058 D-Gluconic Acid (C)	-2.544	-9.974	False
AO353_03020	set1IT059 acetate (C)	-2.009	-7.122	False
AO353_03020	set1IT060 Fumarate (C)	-2.318	-7.603	False
AO353_03020	set1IT061 Trisodium citrate (C)	-2.708	-9.165	False
AO353_03020	set1IT062 D-Lactate (C)	-2.639	-9.444	False
AO353_03020	set1IT063 L-Lactate (C)	-2.601	-9.393	False
AO353_03020	set1IT064 D,L-Lactate (C)	-2.628	-8.418	False
AO353_03020	set1IT065 pyruvate (C)	-2.345	-8.301	False
AO353_03020	set1IT066 succinate (C)	-1.644	-6.085	False
AO353_03020	set1IT067 propionate (C)	-2.411	-6.642	False
AO353_03020	set1IT068 D-Glucose (C)	-1.781	-6.903	False
AO353_03020	set1IT069 D-Fructose (C)	-1.275	-5.58	False
AO353_03020	set1IT072 a-Ketoglutaric (C)	-2.437	-6.897	False
AO353_03020	set1IT073 D-Gluconic Acid (C)	-2.467	-9.518	False
AO353_03020	set1IT074 acetate (C)	-2.795	-8.004	False
AO353_03020	set1IT075 Fumarate (C)	-2.144	-7.006	False
AO353_03020	set1IT076 Trisodium citrate (C)	-2.576	-9.7	False
AO353_03020	set1IT077 D-Lactate (C)	-3.002	-10.203	False
AO353_03020	set1IT078 L-Lactate (C)	-2.262	-7.609	False
AO353_03020	set1IT079 D,L-Lactate (C)	-2.458	-8.245	False
AO353_03020	set1IT080 pyruvate (C)	-2.249	-8.767	False
AO353_03020	set1IT081 succinate (C)	-2.438	-9.392	False
AO353_03020	set2IT014 m-Inositol (C)	-2.359	-6.689	False
AO353_03020	set2IT016 Glycerol (C)	-2.046	-7.752	False
AO353_03020	set2IT018 Tween 20 (C)	-1.391	-5.808	False
AO353_03020	set2IT019 L-Malic (C)	-1.984	-7.277	False
AO353_03020	set2IT020 D-Trehalose (C)	-2.261	-7.457	False
AO353_03020	set2IT021 L-Arginine (C)	-2.688	-7.619	False
AO353_03020	set2IT022 L-Histidine (C)	-1.219	-5.659	False
AO353_03020	set2IT028 L-Glutamine (C)	-1.184	-5.466	False
AO353_03020	set2IT032 m-Inositol (C)	-2.217	-7.196	False
AO353_03020	set2IT034 Glycerol (C)	-1.929	-7.803	False
AO353_03020	set2IT036 Tween 20 (C)	-1.51	-6.487	False
AO353_03020	set2IT037 L-Malic (C)	-1.712	-7.149	False
AO353_03020	set2IT038 D-Trehalose (C)	-2.667	-6.376	False
AO353_03020	set2IT039 L-Arginine (C)	-2.182	-8.093	False
AO353_03020	set2IT040 L-Histidine (C)	-1.122	-5.456	False
AO353_03020	set2IT042 L-Aspartic Acid (C)	-1.049	-4.347	False
AO353_03020	set3IT050 L-Glutamine (C)	-1.252	-5.156	False
AO353_03020	set5IT001 L-Alanine (C)	-2.235	-6.251	False
AO353_03020	set5IT002 L-Valine (C)	-1.084	-4.45	False
AO353_03020	set5IT006 L-Tryptophan (C)	-1.426	-5.829	False
AO353_03020	set5IT007 D-Serine (C)	-2.898	-7.227	False
AO353_03020	set5IT008 D-Alanine (C)	-2.133	-7.364	False
AO353_03020	set5IT010 Carnitine Hydrochloride (C)	-2.235	-8.596	False
AO353_03020	set5IT012 Putrescine (C)	-1.485	-6.124	False
AO353_03020	set5IT017 D-Mannose (C)	-1.925	-7.333	False
AO353_03020	set5IT021 L-Tryptophan (N)	-2.731	-9.116	False
AO353_03020	set5IT022 D-Serine (N)	-2.467	-8.436	False
AO353_03020	set5IT023 D-Alanine (N)	-2.513	-9.613	False
AO353_03020	set5IT026 L-Citrulline (N)	-1.832	-5.747	False
AO353_03020	set5IT027 Carnitine Hydrochloride (N)	-1.688	-6.245	False
AO353_03020	set5IT028 Putrescine (N)	-1.687	-7.404	False
AO353_03020	set5IT030 D-Glucosamine Hydrochloride (N)	-1.125	-5.231	False
AO353_03020	set5IT032 Adenosine (N)	-1.08	-5.709	False
AO353_03020	set5IT033 Adenine (N)	-2.194	-8.988	False
AO353_03020	set5IT034 Uridine (N)	-1.071	-4.763	False
AO353_03020	set5IT035 Inosine (N)	-1.712	-7.275	False
AO353_03020	set5IT036 Thymine (N)	-1.721	-7.362	False
AO353_03020	set5IT037 Ammonium chloride (N)	-2.516	-10.127	False
AO353_03020	set5IT038 nitrate (N)	-2.594	-10.174	False
AO353_03020	set5IT039 nitrite (N)	-2.197	-8.905	False
AO353_03020	set5IT040 Urea (N)	-2.208	-7.816	False
AO353_03020	set5IT041 outer cut, LB soft agar motility assay	-1.351	-4.877	False
AO353_03020	set6IT057 Minimal media pH6	-2.598	-9.573	False
AO353_03020	set6IT058 Minimal media pH6	-2.334	-8.112	False
AO353_03020	set6IT060 Minimal media pH7	-2.475	-9.204	False
AO353_03020	set6IT061 Minimal media pH8	-2.002	-7.298	False
AO353_03020	set6IT062 Minimal media pH8	-2.572	-10.031	False
AO353_03020	set6IT063 Minimal media pH9	-2.688	-8.194	False
AO353_03020	set6IT064 Minimal media pH9	-2.837	-9.755	False
AO353_03020	set6IT081 L-Arginine (N)	-1.465	-6.12	False
AO353_03020	set6IT082 L-Histidine (N)	-1.157	-5.822	False
AO353_03020	set6IT085 L-Serine (N)	-2.732	-9.494	False
AO353_03020	set6IT086 L-Threonine (N)	-1.296	-5.981	False
AO353_03020	set6IT087 L-Glutamine (N)	-1.157	-5.538	False
AO353_03020	set6IT088 Glycine (N)	-1.637	-6.508	False
AO353_03020	set6IT093 L-Serine (N)	-2.417	-8.886	False
AO353_03020	set6IT094 L-Threonine (N)	-1.246	-5.994	False
AO353_03020	set6IT096 Glycine (N)	-1.847	-7.049	False
AO353_03025	set15IT087 L-Ornithine	-2.669	-4.044	False
AO353_03025	set1IT057 a-Ketoglutaric (C)	-1.334	-4.156	False
AO353_03025	set1IT065 pyruvate (C)	-1.072	-4.163	False
AO353_03025	set1IT067 propionate (C)	-3.365	-7.141	False
AO353_03025	set1IT074 acetate (C)	-1.602	-5.132	False
AO353_03025	set1IT082 propionate (C)	-3.021	-6.41	False
AO353_03025	set2IT018 Tween 20 (C)	-1.18	-4.274	False
AO353_03025	set2IT021 L-Arginine (C)	-3.697	-5.043	False
AO353_03025	set2IT039 L-Arginine (C)	-3.758	-5.126	False
AO353_03025	set5IT009 L-Citrulline (C)	-4.278	-6.521	False
AO353_03025	set5IT026 L-Citrulline (N)	-3.93	-7.504	False
AO353_03025	set6IT081 L-Arginine (N)	-4.038	-6.145	False
AO353_03025	set6IT089 L-Arginine (N)	-4.071	-5.561	False
AO353_03035	set15IT089 L-Citrulline	-2.368	-4.562	False
AO353_03035	set15IT093 L-Ornithine	-3.492	-4.13	False
AO353_03035	set15IT095 L-Citrulline	-2.455	-4.631	False
AO353_03035	set2IT021 L-Arginine (C)	-4.189	-4.066	False
AO353_03035	set2IT039 L-Arginine (C)	-4.18	-4.057	False
AO353_03035	set4IT051 methylglyoxal 0.009 vol%	-1.704	-4.946	False
AO353_03035	set5IT009 L-Citrulline (C)	-4.291	-5.093	False
AO353_03035	set5IT025 Gly-Glu (N)	-2.501	-5.282	False
AO353_03035	set6IT081 L-Arginine (N)	-1.517	-4.341	False
AO353_03040	set2IT021 L-Arginine (C)	-3.054	-8.694	False
AO353_03040	set2IT039 L-Arginine (C)	-3.173	-8.596	False
AO353_03040	set5IT009 L-Citrulline (C)	-1.382	-4.916	False
AO353_03040	set6IT081 L-Arginine (N)	-1.309	-5.829	False
AO353_03040	set6IT089 L-Arginine (N)	-1.196	-4.559	False
AO353_03045	set15IT092 L-Ornithine	-1.049	-5.453	False
AO353_03045	set2IT021 L-Arginine (C)	-2.625	-11.069	False
AO353_03045	set2IT039 L-Arginine (C)	-2.636	-11.647	False
AO353_03045	set5IT009 L-Citrulline (C)	-1.165	-5.715	False
AO353_03045	set6IT081 L-Arginine (N)	-1.543	-8.644	False
AO353_03045	set6IT089 L-Arginine (N)	-1.208	-6.093	False
AO353_03050	set2IT021 L-Arginine (C)	-3.127	-7.472	False
AO353_03050	set2IT039 L-Arginine (C)	-3.136	-7.749	False
AO353_03050	set6IT081 L-Arginine (N)	-1.268	-5.001	False
AO353_03050	set6IT089 L-Arginine (N)	-2.117	-6.805	False
AO353_03055	set15IT088 L-Ornithine	-1.057	-4.67	False
AO353_03055	set15IT089 L-Citrulline	-2.315	-8.169	False
AO353_03055	set15IT090 L-Citrulline	-2.125	-6.426	False
AO353_03055	set15IT092 L-Ornithine	-1.146	-4.671	False
AO353_03055	set15IT093 L-Ornithine	-1.071	-4.803	False
AO353_03055	set15IT094 L-Citrulline	-3.678	-7.036	False
AO353_03055	set15IT095 L-Citrulline	-1.51	-4.875	False
AO353_03055	set2IT021 L-Arginine (C)	-2.99	-9.798	False
AO353_03055	set2IT039 L-Arginine (C)	-2.963	-9.756	False
AO353_03055	set5IT009 L-Citrulline (C)	-2.358	-7.735	False
AO353_03055	set5IT026 L-Citrulline (N)	-1.319	-4.887	False
AO353_03055	set6IT081 L-Arginine (N)	-1.201	-6.366	False
AO353_03055	set6IT089 L-Arginine (N)	-1.213	-5.072	False
AO353_03060	set15IT089 L-Citrulline	-2.081	-15.542	False
AO353_03060	set15IT090 L-Citrulline	-2.025	-15.261	False
AO353_03060	set15IT094 L-Citrulline	-2.072	-15.389	False
AO353_03060	set15IT095 L-Citrulline	-1.865	-14.229	False
AO353_03060	set1IT065 pyruvate (C)	-1.202	-9.934	False
AO353_03060	set1IT080 pyruvate (C)	-1.062	-8.943	False
AO353_03060	set2IT015 Ethanol (C)	-1.597	-12.152	False
AO353_03060	set2IT033 Ethanol (C)	-2.002	-14.206	False
AO353_03060	set5IT004 L-Leucine (C)	-2.159	-14.531	False
AO353_03060	set5IT009 L-Citrulline (C)	-1.369	-11.129	False
AO353_03060	set5IT010 Carnitine Hydrochloride (C)	-1.684	-13.671	False
AO353_03065	set1IT067 propionate (C)	-1.416	-6.222	False
AO353_03065	set1IT082 propionate (C)	-1.351	-5.782	False
AO353_03235	set1IT081 succinate (C)	-1.242	-6.081	False
AO353_03235	set2IT014 m-Inositol (C)	-1.712	-7.436	False
AO353_03235	set2IT016 Glycerol (C)	-1.489	-7.578	False
AO353_03235	set2IT020 D-Trehalose (C)	-1.663	-7.452	False
AO353_03235	set2IT032 m-Inositol (C)	-1.525	-7.308	False
AO353_03235	set2IT034 Glycerol (C)	-1.372	-7.374	False
AO353_03235	set2IT038 D-Trehalose (C)	-1.284	-6.057	False
AO353_03235	set5IT010 Carnitine Hydrochloride (C)	-1.383	-6.203	False
AO353_03235	set6IT057 Minimal media pH6	-1.084	-5.799	False
AO353_03235	set6IT058 Minimal media pH6	-1.11	-5.206	False
AO353_03245	set15IT091 D-Glucose	-1.829	-6.297	False
AO353_03245	set15IT096 D-Glucose	-1.538	-6.726	False
AO353_03245	set1IT053 D-Glucose (C)	-1.288	-6.409	False
AO353_03245	set1IT058 D-Gluconic Acid (C)	-2.953	-11.674	False
AO353_03245	set1IT073 D-Gluconic Acid (C)	-3.262	-10.755	False
AO353_03245	set5IT026 L-Citrulline (N)	-2.048	-9.882	False
AO353_03245	set5IT027 Carnitine Hydrochloride (N)	-1.363	-7.262	False
AO353_03245	set5IT028 Putrescine (N)	-1.914	-8.103	False
AO353_03245	set5IT030 D-Glucosamine Hydrochloride (N)	-1.226	-5.845	False
AO353_03245	set5IT037 Ammonium chloride (N)	-1.188	-5.948	False
AO353_03245	set5IT038 nitrate (N)	-1.988	-8.994	False
AO353_03245	set5IT039 nitrite (N)	-2.339	-9.544	False
AO353_03245	set5IT040 Urea (N)	-1.264	-5.991	False
AO353_03245	set6IT057 Minimal media pH6	-1.41	-7.572	False
AO353_03245	set6IT058 Minimal media pH6	-1.532	-6.434	False
AO353_03245	set6IT060 Minimal media pH7	-1.145	-5.026	False
AO353_03245	set6IT081 L-Arginine (N)	-1.005	-4.891	False
AO353_03245	set6IT088 Glycine (N)	-1.247	-5.505	False
AO353_03245	set6IT089 L-Arginine (N)	-1.398	-5.535	False
AO353_03245	set6IT091 L-Lysine (N)	-1.03	-4.89	False
AO353_03245	set6IT096 Glycine (N)	-1.509	-5.82	False
AO353_03250	set6IT057 Minimal media pH6	-3.06	-4.114	False
AO353_03255	set6IT064 Minimal media pH9	-1.01	-5.235	False
AO353_03295	set15IT087 L-Ornithine	-1.857	-11.094	False
AO353_03295	set15IT088 L-Ornithine	-1.686	-9.95	False
AO353_03295	set15IT089 L-Citrulline	-1.644	-10.024	False
AO353_03295	set15IT090 L-Citrulline	-1.723	-9.163	False
AO353_03295	set15IT091 D-Glucose	-1.351	-8.205	False
AO353_03295	set15IT092 L-Ornithine	-1.614	-10.178	False
AO353_03295	set15IT093 L-Ornithine	-1.775	-10.793	False
AO353_03295	set15IT094 L-Citrulline	-1.545	-8.415	False
AO353_03295	set15IT095 L-Citrulline	-1.316	-8.17	False
AO353_03295	set15IT096 D-Glucose	-1.71	-10.259	False
AO353_03295	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-1.083	-7.618	False
AO353_03310	set2IT036 Tween 20 (C)	-1.064	-6.602	False
AO353_03335	set5IT043 outer cut, LB soft agar motility assay	-1.581	-4.132	False
AO353_03360	set15IT091 D-Glucose	-1.826	-6.602	False
AO353_03360	set15IT096 D-Glucose	-2.29	-7.938	False
AO353_03360	set1IT053 D-Glucose (C)	-4.042	-9.738	False
AO353_03360	set1IT054 D-Fructose (C)	-2.804	-11.388	False
AO353_03360	set1IT056 D-Ribose (C)	-2.786	-10.766	False
AO353_03360	set1IT058 D-Gluconic Acid (C)	-2.669	-10.529	False
AO353_03360	set1IT067 propionate (C)	-1.945	-8.317	False
AO353_03360	set1IT068 D-Glucose (C)	-3.822	-9.53	False
AO353_03360	set1IT069 D-Fructose (C)	-2.572	-9.787	False
AO353_03360	set1IT071 D-Ribose (C)	-2.636	-9.728	False
AO353_03360	set1IT073 D-Gluconic Acid (C)	-2.7	-9.094	False
AO353_03360	set1IT074 acetate (C)	-1.403	-5.915	False
AO353_03360	set1IT082 propionate (C)	-1.543	-6.437	False
AO353_03360	set1IT089 Paraquat dichloride 0.032 mg/mL	-1.96	-6.763	False
AO353_03360	set2IT005 Cisplatin 0.006 mg/ml	-1.064	-4.024	False
AO353_03360	set2IT016 Glycerol (C)	-1.911	-7.987	False
AO353_03360	set2IT020 D-Trehalose (C)	-3.721	-6.67	False
AO353_03360	set2IT034 Glycerol (C)	-1.771	-7.891	False
AO353_03360	set2IT038 D-Trehalose (C)	-3.138	-7.25	False
AO353_03360	set3IT056 nitrite 10 mM	-1.133	-5.441	False
AO353_03360	set3IT057 nitrate 200 mM	-1.403	-6.308	False
AO353_03360	set3IT058 Sisomicin 0.008 mg/ml	-1.644	-4.908	False
AO353_03360	set3IT062 Chloride 500 mM	-3.801	-8.799	False
AO353_03360	set3IT064 Benzethonium chloride 0.025 mM	-1.424	-6.382	False
AO353_03360	set3IT080 Tetracycline 0.0008 mg/ml	-1.63	-6.896	False
AO353_03360	set3IT081 Tetracycline 0.0016 mg/ml	-2.593	-7.725	False
AO353_03360	set3IT083 Spectinomycin 0.15 mg/ml	-2.548	-8.189	False
AO353_03360	set3IT084 Spectinomycin 0.2 mg/ml	-2.643	-8.637	False
AO353_03360	set3IT085 Rifampicin 0.005 mg/ml	-1.176	-5.102	False
AO353_03360	set3IT093 Lomefloxacin 0.001 mM	-1.342	-5.072	False
AO353_03360	set3IT094 D-Cycloserine 0.1 mg/ml	-1.339	-6.161	False
AO353_03360	set3IT096 methylglyoxal 0.008 vol%	-2.451	-8.627	False
AO353_03360	set4IT051 methylglyoxal 0.009 vol%	-3.007	-7.885	False
AO353_03360	set4IT055 Furfuryl Alcohol 0.0625 vol%	-1.783	-7.875	False
AO353_03360	set4IT056 Furfuryl Alcohol 0.125 vol%	-1.821	-7.944	False
AO353_03360	set4IT057 Furfuryl Alcohol 0.25 vol%	-3.651	-6.529	False
AO353_03360	set4IT059 syringaldehyde 5 mM	-1.685	-7.487	False
AO353_03360	set4IT073 acetate 68 mM	-2.01	-7.855	False
